Order ID,Order Date,Customer ID,City,Product,Category,Quantity,Price,Revenue
347,2023-12-13,1295,Mumbai,Headphones,Electronics,6.0,3572.0,21432
348,2023-12-14,1907,Delhi,Laptop,Accessories,6.0,964.0,5784
349,2023-12-15,1645,Delhi,Mobile,Electronics,9.0,3190.0,28710
350,2023-12-16,1663,Delhi,Smartwatch,Gadgets,6.0,2230.0,13380
351,2023-12-17,1055,Bangalore,Tablet,Accessories,7.0,356.0,2492
352,2023-12-18,1775,Chennai,Mobile,Gadgets,6.0,797.0,4782
353,2023-12-19,1330,Hyderabad,Headphones,Gadgets,8.0,1077.0,8616
354,2023-12-20,1985,Hyderabad,Mobile,Accessories,6.0,4106.0,24636
355,2023-12-21,1485,Delhi,Smartwatch,Gadgets,9.0,1625.0,14625
356,2023-12-22,1512,Hyderabad,Smartwatch,Electronics,2.0,4404.0,8808
357,2023-12-23,1515,Delhi,Mobile,Electronics,2.0,3844.0,7688
358,2023-12-24,1932,Bangalore,Laptop,Electronics,6.0,364.0,2184
359,2023-12-25,1044,Chennai,Laptop,Accessories,3.0,4201.0,12603
360,2023-12-26,1883,Mumbai,Laptop,Electronics,7.0,4615.0,32305
361,2023-12-27,1903,Mumbai,Tablet,Accessories,4.0,2458.0,9832
362,2023-12-28,1400,Chennai,Laptop,Gadgets,9.0,3112.0,28008
363,2023-12-29,1900,Mumbai,Mobile,Accessories,7.0,3323.0,23261
364,2023-12-30,1252,Bangalore,Tablet,Electronics,6.0,2804.0,16824
365,2023-12-31,1020,Bangalore,Smartwatch,Accessories,6.0,4484.0,26904
366,2024-01-01,1874,Chennai,Laptop,Gadgets,1.0,2143.0,2143
367,2024-01-02,1297,Chennai,Laptop,Accessories,6.0,3715.0,22290
368,2024-01-03,1192,Chennai,Smartwatch,Gadgets,5.0,3196.0,15980
369,2024-01-04,1321,Hyderabad,Headphones,Electronics,1.0,494.0,494
370,2024-01-05,1358,Chennai,Smartwatch,Accessories,2.0,827.0,1654
371,2024-01-06,1498,Hyderabad,Headphones,Accessories,1.0,4189.0,4189
372,2024-01-07,1920,Mumbai,Mobile,Accessories,6.0,1245.0,7470
373,2024-01-08,1748,Mumbai,Laptop,Accessories,2.0,1300.0,2600
374,2024-01-09,1228,Chennai,Tablet,Gadgets,2.0,1283.0,2566
375,2024-01-10,1895,Mumbai,Smartwatch,Gadgets,3.0,2044.0,6132
376,2024-01-11,1353,Mumbai,Smartwatch,Electronics,4.0,3224.0,12896
377,2024-01-12,1542,Delhi,Smartwatch,Electronics,3.0,852.0,2556
378,2024-01-13,1755,Delhi,Tablet,Gadgets,7.0,603.0,4221
379,2024-01-14,1581,Chennai,Headphones,Electronics,7.0,3224.0,22568
380,2024-01-15,1734,Hyderabad,Tablet,Electronics,4.0,1103.0,4412
381,2024-01-16,1031,Hyderabad,Headphones,Gadgets,7.0,1573.0,11011
382,2024-01-17,1591,Bangalore,Tablet,Gadgets,1.0,2368.0,2368
383,2024-01-18,1187,Mumbai,Headphones,Electronics,7.0,1951.0,13657
384,2024-01-19,1077,Hyderabad,Smartwatch,Gadgets,5.0,4453.0,22265
385,2024-01-20,1910,Bangalore,Mobile,Gadgets,8.0,1997.0,15976
386,2024-01-21,1931,Hyderabad,Smartwatch,Electronics,2.0,1010.0,2020
387,2024-01-22,1086,Chennai,Tablet,Electronics,2.0,4569.0,9138
388,2024-01-23,1155,Bangalore,Mobile,Gadgets,6.0,2278.0,13668
389,2024-01-24,1867,Bangalore,Smartwatch,Accessories,2.0,2474.0,4948
390,2024-01-25,1632,Delhi,Mobile,Electronics,7.0,891.0,6237
391,2024-01-26,1464,Delhi,Tablet,Gadgets,6.0,2075.0,12450
392,2024-01-27,1854,Bangalore,Smartwatch,Accessories,4.0,740.0,2960
393,2024-01-28,1888,Chennai,Mobile,Accessories,8.0,2066.0,16528
394,2024-01-29,1701,Hyderabad,Smartwatch,Gadgets,2.0,3321.0,6642
395,2024-01-30,1954,Chennai,Tablet,Accessories,5.0,3796.0,18980
396,2024-01-31,1691,Hyderabad,Smartwatch,Accessories,3.0,2058.0,6174
397,2024-02-01,1201,Mumbai,Laptop,Accessories,2.0,3610.0,7220
398,2024-02-02,1901,Delhi,Mobile,Gadgets,9.0,3506.0,31554
399,2024-02-03,1197,Hyderabad,Laptop,Electronics,8.0,4854.0,38832
400,2024-02-04,1730,Chennai,Tablet,Gadgets,4.0,4652.0,18608
401,2024-02-05,1336,Chennai,Tablet,Electronics,1.0,1614.0,1614
402,2024-02-06,1944,Mumbai,Mobile,Electronics,1.0,3198.0,3198
403,2024-02-07,1913,Mumbai,Laptop,Gadgets,9.0,3944.0,35496
404,2024-02-08,1244,Hyderabad,Headphones,Accessories,9.0,4703.0,42327
405,2024-02-09,1202,Chennai,Laptop,Accessories,5.0,4778.0,23890
406,2024-02-10,1705,Hyderabad,Headphones,Gadgets,6.0,3673.0,22038
407,2024-02-11,1913,Chennai,Laptop,Electronics,7.0,2520.0,17640
408,2024-02-12,1686,Delhi,Tablet,Electronics,6.0,1193.0,7158
409,2024-02-13,1875,Chennai,Laptop,Electronics,4.0,2013.0,8052
410,2024-02-14,1788,Hyderabad,Smartwatch,Gadgets,2.0,1046.0,2092
411,2024-02-15,1679,Bangalore,Mobile,Electronics,3.0,135.0,405
412,2024-02-16,1404,Mumbai,Tablet,Accessories,2.0,3554.0,7108
413,2024-02-17,1269,Mumbai,Laptop,Gadgets,1.0,318.0,318
414,2024-02-18,1346,Bangalore,Headphones,Electronics,6.0,4955.0,29730
415,2024-02-19,1897,Hyderabad,Smartwatch,Gadgets,2.0,1405.0,2810
416,2024-02-20,1736,Bangalore,Laptop,Accessories,8.0,501.0,4008
417,2024-02-21,1753,Chennai,Headphones,Accessories,3.0,3572.0,10716
418,2024-02-22,1684,Mumbai,Smartwatch,Electronics,9.0,3809.0,34281
419,2024-02-23,1625,Hyderabad,Tablet,Electronics,5.0,1447.0,7235
420,2024-02-24,1483,Bangalore,Smartwatch,Electronics,8.0,583.0,4664
421,2024-02-25,1565,Bangalore,Mobile,Electronics,7.0,4903.0,34321
422,2024-02-26,1982,Delhi,Mobile,Electronics,6.0,1358.0,8148
423,2024-02-27,1752,Hyderabad,Headphones,Accessories,1.0,3380.0,3380
424,2024-02-28,1570,Hyderabad,Mobile,Electronics,7.0,4202.0,29414
425,2024-02-29,1954,Hyderabad,Tablet,Gadgets,2.0,2260.0,4520
426,2024-03-01,1132,Chennai,Laptop,Accessories,9.0,4547.0,40923
427,2024-03-02,1768,Mumbai,Headphones,Electronics,8.0,1747.0,13976
428,2024-03-03,1372,Bangalore,Tablet,Electronics,7.0,1907.0,13349
429,2024-03-04,1036,Mumbai,Headphones,Accessories,3.0,4125.0,12375
430,2024-03-05,1463,Chennai,Tablet,Gadgets,1.0,3133.0,3133
431,2024-03-06,1606,Delhi,Headphones,Accessories,6.0,628.0,3768
432,2024-03-07,1290,Delhi,Smartwatch,Gadgets,1.0,3855.0,3855
433,2024-03-08,1714,Hyderabad,Tablet,Electronics,5.0,400.0,2000
434,2024-03-09,1680,Mumbai,Headphones,Electronics,6.0,3730.0,22380
435,2024-03-10,1844,Chennai,Headphones,Accessories,1.0,3415.0,3415
436,2024-03-11,1766,Delhi,Headphones,Accessories,6.0,2874.0,17244
437,2024-03-12,1968,Chennai,Tablet,Gadgets,7.0,4458.0,31206
438,2024-03-13,1818,Mumbai,Mobile,Gadgets,5.0,3055.0,15275
439,2024-03-14,1655,Bangalore,Smartwatch,Electronics,6.0,2974.0,17844
440,2024-03-15,1020,Chennai,Smartwatch,Electronics,5.0,4591.0,22955
441,2024-03-16,1112,Bangalore,Headphones,Accessories,6.0,1342.0,8052
442,2024-03-17,1519,Mumbai,Smartwatch,Accessories,8.0,4807.0,38456
443,2024-03-18,1739,Chennai,Headphones,Accessories,8.0,877.0,7016
444,2024-03-19,1460,Bangalore,Laptop,Gadgets,1.0,2038.0,2038
445,2024-03-20,1181,Hyderabad,Smartwatch,Electronics,4.0,1875.0,7500
446,2024-03-21,1375,Hyderabad,Smartwatch,Accessories,7.0,4652.0,32564
447,2024-03-22,1390,Hyderabad,Smartwatch,Accessories,1.0,3934.0,3934
448,2024-03-23,1733,Chennai,Headphones,Electronics,7.0,3781.0,26467
449,2024-03-24,1930,Hyderabad,Laptop,Gadgets,2.0,2839.0,5678
450,2024-03-25,1102,Mumbai,Headphones,Electronics,6.0,857.0,5142
451,2024-03-26,1406,Hyderabad,Mobile,Electronics,3.0,2884.0,8652
452,2024-03-27,1474,Chennai,Mobile,Gadgets,1.0,2515.0,2515
453,2024-03-28,1195,Hyderabad,Mobile,Electronics,4.0,2619.0,10476
454,2024-03-29,1018,Delhi,Headphones,Electronics,4.0,1327.0,5308
455,2024-03-30,1359,Hyderabad,Smartwatch,Accessories,3.0,4965.0,14895
456,2024-03-31,1028,Hyderabad,Laptop,Accessories,4.0,4198.0,16792
457,2024-04-01,1386,Chennai,Mobile,Gadgets,3.0,725.0,2175
458,2024-04-02,1950,Delhi,Laptop,Gadgets,6.0,3747.0,22482
459,2024-04-03,1429,Mumbai,Tablet,Gadgets,3.0,2556.0,7668
460,2024-04-04,1195,Chennai,Headphones,Gadgets,8.0,545.0,4360
461,2024-04-05,1873,Hyderabad,Tablet,Accessories,4.0,338.0,1352
462,2024-04-06,1691,Delhi,Headphones,Gadgets,4.0,1047.0,4188
463,2024-04-07,1332,Bangalore,Laptop,Gadgets,7.0,4009.0,28063
464,2024-04-08,1183,Hyderabad,Mobile,Electronics,7.0,3953.0,27671
465,2024-04-09,1104,Hyderabad,Mobile,Accessories,4.0,2703.0,10812
466,2024-04-10,1773,Mumbai,Headphones,Accessories,9.0,1680.0,15120
467,2024-04-11,1563,Bangalore,Smartwatch,Accessories,9.0,1608.0,14472
468,2024-04-12,1884,Bangalore,Laptop,Electronics,5.0,1140.0,5700
469,2024-04-13,1670,Chennai,Headphones,Gadgets,1.0,3871.0,3871
470,2024-04-14,1559,Chennai,Mobile,Accessories,1.0,4605.0,4605
471,2024-04-15,1784,Delhi,Headphones,Gadgets,2.0,4312.0,8624
472,2024-04-16,1357,Delhi,Headphones,Gadgets,5.0,1854.0,9270
473,2024-04-17,1266,Chennai,Mobile,Electronics,2.0,2877.0,5754
474,2024-04-18,1882,Bangalore,Headphones,Gadgets,9.0,296.0,2664
475,2024-04-19,1791,Delhi,Tablet,Gadgets,6.0,363.0,2178
476,2024-04-20,1541,Bangalore,Headphones,Electronics,8.0,2663.0,21304
477,2024-04-21,1215,Mumbai,Laptop,Electronics,4.0,2468.0,9872
478,2024-04-22,1639,Hyderabad,Headphones,Gadgets,5.0,3858.0,19290
479,2024-04-23,1098,Mumbai,Laptop,Gadgets,9.0,3840.0,34560
480,2024-04-24,1136,Chennai,Laptop,Accessories,5.0,3658.0,18290
481,2024-04-25,1782,Chennai,Laptop,Gadgets,8.0,3669.0,29352
482,2024-04-26,1639,Mumbai,Tablet,Gadgets,2.0,3707.0,7414
483,2024-04-27,1630,Hyderabad,Mobile,Accessories,6.0,4955.0,29730
484,2024-04-28,1665,Hyderabad,Smartwatch,Electronics,9.0,2053.0,18477
485,2024-04-29,1923,Chennai,Mobile,Accessories,4.0,4067.0,16268
486,2024-04-30,1996,Bangalore,Laptop,Electronics,4.0,703.0,2812
487,2024-05-01,1421,Mumbai,Smartwatch,Accessories,7.0,2868.0,20076
488,2024-05-02,1267,Mumbai,Headphones,Accessories,2.0,2986.0,5972
489,2024-05-03,1333,Mumbai,Mobile,Gadgets,5.0,3721.0,18605
490,2024-05-04,1664,Mumbai,Headphones,Electronics,3.0,3499.0,10497
491,2024-05-05,1368,Hyderabad,Tablet,Gadgets,2.0,2866.0,5732
492,2024-05-06,1973,Mumbai,Headphones,Accessories,3.0,2701.0,8103
493,2024-05-07,1535,Delhi,Laptop,Electronics,3.0,2327.0,6981
494,2024-05-08,1066,Bangalore,Tablet,Gadgets,7.0,3985.0,27895
495,2024-05-09,1793,Chennai,Tablet,Accessories,9.0,3758.0,33822
496,2024-05-10,1050,Hyderabad,Laptop,Accessories,6.0,2468.0,14808
497,2024-05-11,1867,Hyderabad,Tablet,Electronics,8.0,864.0,6912
498,2024-05-12,1298,Bangalore,Headphones,Gadgets,8.0,4391.0,35128
499,2024-05-13,1222,Chennai,Headphones,Electronics,7.0,1695.0,11865
500,2024-05-14,1051,Delhi,Smartwatch,Electronics,9.0,4902.0,44118
501,2024-05-15,1380,Delhi,Smartwatch,Gadgets,7.0,737.0,5159
502,2024-05-16,1138,Delhi,Laptop,Accessories,5.0,4392.0,21960
503,2024-05-17,1710,Mumbai,Laptop,Accessories,5.0,4790.0,23950
504,2024-05-18,1606,Bangalore,Mobile,Accessories,8.0,4790.0,38320
505,2024-05-19,1854,Mumbai,Tablet,Accessories,2.0,764.0,1528
506,2024-05-20,1970,Bangalore,Headphones,Electronics,4.0,4326.0,17304
507,2024-05-21,1075,Hyderabad,Mobile,Electronics,5.0,1550.0,7750
508,2024-05-22,1771,Chennai,Mobile,Gadgets,9.0,1253.0,11277
509,2024-05-23,1726,Bangalore,Headphones,Accessories,4.0,1909.0,7636
510,2024-05-24,1775,Chennai,Laptop,Accessories,8.0,4488.0,35904
511,2024-05-25,1705,Mumbai,Tablet,Electronics,7.0,1118.0,7826
512,2024-05-26,1869,Delhi,Mobile,Accessories,5.0,1789.0,8945
513,2024-05-27,1294,Bangalore,Headphones,Electronics,5.0,3750.0,18750
514,2024-05-28,1085,Bangalore,Headphones,Accessories,3.0,3582.0,10746
515,2024-05-29,1156,Delhi,Tablet,Accessories,5.0,3585.0,17925
516,2024-05-30,1039,Chennai,Headphones,Accessories,2.0,4235.0,8470
517,2024-05-31,1866,Mumbai,Laptop,Accessories,7.0,3223.0,22561
518,2024-06-01,1286,Hyderabad,Tablet,Gadgets,2.0,3069.0,6138
519,2024-06-02,1087,Hyderabad,Smartwatch,Accessories,5.0,839.0,4195
520,2024-06-03,1901,Chennai,Headphones,Accessories,9.0,3852.0,34668
521,2024-06-04,1263,Mumbai,Tablet,Electronics,9.0,200.0,1800
522,2024-06-05,1574,Mumbai,Headphones,Electronics,5.0,3581.0,17905
523,2024-06-06,1977,Hyderabad,Mobile,Electronics,4.0,204.0,816
524,2024-06-07,1517,Hyderabad,Headphones,Electronics,9.0,3270.0,29430
525,2024-06-08,1674,Chennai,Tablet,Gadgets,6.0,1431.0,8586
526,2024-06-09,1110,Hyderabad,Laptop,Gadgets,8.0,3716.0,29728
527,2024-06-10,1422,Bangalore,Laptop,Electronics,8.0,2895.0,23160
528,2024-06-11,1666,Mumbai,Tablet,Accessories,2.0,4237.0,8474
529,2024-06-12,1844,Bangalore,Laptop,Electronics,7.0,2398.0,16786
530,2024-06-13,1536,Chennai,Laptop,Accessories,4.0,2645.0,10580
531,2024-06-14,1111,Hyderabad,Mobile,Electronics,3.0,1170.0,3510
532,2024-06-15,1181,Bangalore,Smartwatch,Electronics,1.0,1819.0,1819
533,2024-06-16,1664,Bangalore,Smartwatch,Gadgets,8.0,4178.0,33424
534,2024-06-17,1634,Hyderabad,Mobile,Accessories,4.0,4357.0,17428
535,2024-06-18,1972,Bangalore,Laptop,Accessories,6.0,3318.0,19908
536,2024-06-19,1902,Hyderabad,Laptop,Electronics,5.0,408.0,2040
537,2024-06-20,1840,Chennai,Laptop,Electronics,6.0,1383.0,8298
538,2024-06-21,1428,Delhi,Headphones,Gadgets,8.0,2702.0,21616
539,2024-06-22,1393,Chennai,Tablet,Accessories,7.0,4346.0,30422
540,2024-06-23,1521,Delhi,Mobile,Accessories,7.0,4917.0,34419
541,2024-06-24,1851,Delhi,Tablet,Gadgets,6.0,2531.0,15186
542,2024-06-25,1565,Chennai,Laptop,Gadgets,4.0,1715.0,6860
543,2024-06-26,1198,Hyderabad,Smartwatch,Electronics,4.0,526.0,2104
544,2024-06-27,1791,Hyderabad,Smartwatch,Gadgets,5.0,268.0,1340
545,2024-06-28,1510,Bangalore,Tablet,Gadgets,8.0,3151.0,25208
546,2024-06-29,1976,Delhi,Smartwatch,Gadgets,7.0,3801.0,26607
547,2024-06-30,1544,Mumbai,Smartwatch,Accessories,2.0,2898.0,5796
548,2024-07-01,1846,Mumbai,Tablet,Gadgets,6.0,1581.0,9486
549,2024-07-02,1706,Mumbai,Tablet,Electronics,2.0,4162.0,8324
550,2024-07-03,1782,Hyderabad,Smartwatch,Accessories,4.0,3912.0,15648
551,2024-07-04,1298,Hyderabad,Mobile,Accessories,8.0,729.0,5832
552,2024-07-05,1796,Bangalore,Laptop,Accessories,3.0,3081.0,9243
553,2024-07-06,1631,Mumbai,Headphones,Accessories,5.0,4309.0,21545
554,2024-07-07,1958,Delhi,Laptop,Electronics,7.0,1364.0,9548
555,2024-07-08,1333,Hyderabad,Tablet,Gadgets,5.0,3780.0,18900
556,2024-07-09,1737,Chennai,Laptop,Gadgets,3.0,1593.0,4779
557,2024-07-10,1323,Delhi,Tablet,Accessories,2.0,3715.0,7430
558,2024-07-11,1389,Mumbai,Smartwatch,Gadgets,1.0,2014.0,2014
559,2024-07-12,1044,Hyderabad,Headphones,Electronics,4.0,565.0,2260
560,2024-07-13,1574,Bangalore,Laptop,Electronics,3.0,832.0,2496
561,2024-07-14,1634,Bangalore,Headphones,Electronics,6.0,2831.0,16986
562,2024-07-15,1312,Chennai,Tablet,Accessories,8.0,4278.0,34224
563,2024-07-16,1831,Delhi,Laptop,Electronics,5.0,1077.0,5385
564,2024-07-17,1476,Bangalore,Headphones,Gadgets,7.0,2174.0,15218
565,2024-07-18,1382,Mumbai,Laptop,Gadgets,9.0,2175.0,19575
566,2024-07-19,1816,Mumbai,Mobile,Gadgets,8.0,1385.0,11080
567,2024-07-20,1458,Delhi,Mobile,Accessories,8.0,4682.0,37456
568,2024-07-21,1900,Bangalore,Mobile,Accessories,2.0,4262.0,8524
569,2024-07-22,1427,Mumbai,Smartwatch,Accessories,7.0,1405.0,9835
570,2024-07-23,1467,Bangalore,Smartwatch,Gadgets,9.0,637.0,5733
571,2024-07-24,1568,Chennai,Tablet,Electronics,7.0,4822.0,33754
572,2024-07-25,1866,Delhi,Headphones,Gadgets,3.0,368.0,1104
573,2024-07-26,1287,Mumbai,Smartwatch,Electronics,2.0,2478.0,4956
574,2024-07-27,1270,Delhi,Laptop,Electronics,8.0,4932.0,39456
575,2024-07-28,1140,Delhi,Tablet,Gadgets,8.0,2592.0,20736
576,2024-07-29,1628,Chennai,Mobile,Electronics,5.0,4246.0,21230
577,2024-07-30,1314,Mumbai,Headphones,Accessories,2.0,4353.0,8706
578,2024-07-31,1434,Hyderabad,Tablet,Gadgets,6.0,4544.0,27264
579,2024-08-01,1200,Delhi,Laptop,Gadgets,7.0,613.0,4291
580,2024-08-02,1657,Delhi,Laptop,Electronics,5.0,2567.0,12835
581,2024-08-03,1498,Hyderabad,Laptop,Gadgets,2.0,3565.0,7130
582,2024-08-04,1087,Delhi,Smartwatch,Accessories,3.0,3976.0,11928
583,2024-08-05,1886,Bangalore,Laptop,Gadgets,8.0,2550.0,20400
584,2024-08-06,1572,Bangalore,Mobile,Electronics,1.0,4144.0,4144
585,2024-08-07,1649,Delhi,Mobile,Gadgets,3.0,2683.0,8049
586,2024-08-08,1639,Bangalore,Tablet,Electronics,9.0,748.0,6732
587,2024-08-09,1649,Bangalore,Laptop,Gadgets,8.0,1041.0,8328
588,2024-08-10,1353,Mumbai,Smartwatch,Accessories,2.0,3400.0,6800
589,2024-08-11,1744,Hyderabad,Mobile,Accessories,3.0,2326.0,6978
590,2024-08-12,1020,Delhi,Tablet,Electronics,2.0,2584.0,5168
591,2024-08-13,1035,Bangalore,Laptop,Electronics,6.0,2278.0,13668
592,2024-08-14,1944,Delhi,Mobile,Gadgets,1.0,2041.0,2041
593,2024-08-15,1686,Delhi,Laptop,Accessories,7.0,773.0,5411
594,2024-08-16,1886,Mumbai,Mobile,Electronics,2.0,239.0,478
595,2024-08-17,1816,Hyderabad,Laptop,Electronics,7.0,2905.0,20335
596,2024-08-18,1135,Hyderabad,Tablet,Electronics,5.0,4521.0,22605
597,2024-08-19,1359,Chennai,Laptop,Electronics,6.0,3140.0,18840
598,2024-08-20,1903,Bangalore,Mobile,Electronics,3.0,1706.0,5118
599,2024-08-21,1048,Bangalore,Tablet,Electronics,4.0,1063.0,4252
600,2024-08-22,1618,Delhi,Mobile,Electronics,3.0,4753.0,14259
601,2024-08-23,1358,Mumbai,Laptop,Electronics,6.0,4197.0,25182
602,2024-08-24,1658,Chennai,Smartwatch,Electronics,1.0,4606.0,4606
603,2024-08-25,1754,Bangalore,Tablet,Accessories,1.0,3309.0,3309
604,2024-08-26,1328,Bangalore,Headphones,Accessories,8.0,3198.0,25584
605,2024-08-27,1801,Bangalore,Smartwatch,Accessories,2.0,1225.0,2450
606,2024-08-28,1393,Hyderabad,Laptop,Gadgets,8.0,1582.0,12656
607,2024-08-29,1489,Chennai,Mobile,Accessories,2.0,1612.0,3224
608,2024-08-30,1653,Delhi,Smartwatch,Gadgets,6.0,3162.0,18972
609,2024-08-31,1551,Bangalore,Laptop,Electronics,1.0,1382.0,1382
610,2024-09-01,1708,Hyderabad,Tablet,Gadgets,8.0,4466.0,35728
611,2024-09-02,1287,Bangalore,Smartwatch,Gadgets,8.0,2171.0,17368
612,2024-09-03,1121,Mumbai,Tablet,Accessories,5.0,4515.0,22575
613,2024-09-04,1681,Delhi,Smartwatch,Electronics,2.0,3670.0,7340
614,2024-09-05,1377,Chennai,Laptop,Gadgets,8.0,1541.0,12328
615,2024-09-06,1652,Mumbai,Headphones,Electronics,7.0,3128.0,21896
616,2024-09-07,1610,Chennai,Smartwatch,Accessories,3.0,4313.0,12939
617,2024-09-08,1735,Hyderabad,Laptop,Gadgets,1.0,2581.0,2581
618,2024-09-09,1934,Hyderabad,Laptop,Electronics,2.0,3802.0,7604
619,2024-09-10,1893,Chennai,Laptop,Accessories,3.0,4135.0,12405
620,2024-09-11,1133,Mumbai,Laptop,Gadgets,1.0,4146.0,4146
621,2024-09-12,1916,Bangalore,Laptop,Electronics,3.0,1057.0,3171
622,2024-09-13,1448,Delhi,Tablet,Gadgets,7.0,2490.0,17430
623,2024-09-14,1519,Mumbai,Laptop,Gadgets,2.0,4197.0,8394
624,2024-09-15,1936,Hyderabad,Headphones,Accessories,8.0,1040.0,8320
625,2024-09-16,1046,Delhi,Laptop,Electronics,6.0,3717.0,22302
626,2024-09-17,1253,Mumbai,Tablet,Gadgets,6.0,4255.0,25530
627,2024-09-18,1415,Delhi,Tablet,Electronics,5.0,3886.0,19430
628,2024-09-19,1022,Bangalore,Headphones,Electronics,2.0,1903.0,3806
629,2024-09-20,1917,Delhi,Headphones,Electronics,8.0,2675.0,21400
630,2024-09-21,1738,Bangalore,Laptop,Electronics,4.0,4320.0,17280
631,2024-09-22,1098,Hyderabad,Headphones,Electronics,2.0,3829.0,7658
632,2024-09-23,1734,Bangalore,Headphones,Gadgets,4.0,1996.0,7984
633,2024-09-24,1568,Hyderabad,Laptop,Accessories,2.0,2106.0,4212
634,2024-09-25,1605,Mumbai,Laptop,Electronics,5.0,4337.0,21685
635,2024-09-26,1061,Delhi,Laptop,Gadgets,1.0,3519.0,3519
636,2024-09-27,1848,Hyderabad,Headphones,Gadgets,5.0,1329.0,6645
637,2024-09-28,1565,Bangalore,Tablet,Electronics,8.0,4860.0,38880
638,2024-09-29,1227,Chennai,Tablet,Gadgets,5.0,4291.0,21455
639,2024-09-30,1750,Delhi,Headphones,Gadgets,3.0,1404.0,4212
640,2024-10-01,1782,Chennai,Tablet,Electronics,9.0,3981.0,35829
641,2024-10-02,1874,Mumbai,Mobile,Accessories,1.0,859.0,859
642,2024-10-03,1506,Mumbai,Mobile,Electronics,7.0,4260.0,29820
643,2024-10-04,1412,Mumbai,Laptop,Gadgets,2.0,3751.0,7502
644,2024-10-05,1364,Bangalore,Laptop,Gadgets,6.0,4865.0,29190
645,2024-10-06,1466,Delhi,Laptop,Gadgets,1.0,3098.0,3098
646,2024-10-07,1993,Bangalore,Laptop,Electronics,2.0,3863.0,7726
647,2024-10-08,1241,Delhi,Laptop,Electronics,1.0,4401.0,4401
648,2024-10-09,1553,Chennai,Headphones,Accessories,9.0,216.0,1944
649,2024-10-10,1401,Delhi,Headphones,Accessories,5.0,4015.0,20075
650,2024-10-11,1340,Mumbai,Mobile,Gadgets,2.0,492.0,984
651,2024-10-12,1853,Mumbai,Tablet,Electronics,2.0,3701.0,7402
652,2024-10-13,1677,Chennai,Mobile,Accessories,3.0,3848.0,11544
653,2024-10-14,1285,Delhi,Headphones,Electronics,7.0,4797.0,33579
654,2024-10-15,1909,Hyderabad,Headphones,Gadgets,4.0,4242.0,16968
655,2024-10-16,1435,Hyderabad,Mobile,Gadgets,4.0,2492.0,9968
656,2024-10-17,1871,Delhi,Mobile,Accessories,1.0,4967.0,4967
657,2024-10-18,1947,Chennai,Headphones,Accessories,3.0,1002.0,3006
658,2024-10-19,1419,Chennai,Laptop,Gadgets,3.0,517.0,1551
659,2024-10-20,1247,Mumbai,Mobile,Accessories,2.0,1768.0,3536
660,2024-10-21,1270,Bangalore,Mobile,Accessories,9.0,3294.0,29646
661,2024-10-22,1805,Bangalore,Laptop,Gadgets,7.0,1822.0,12754
662,2024-10-23,1525,Mumbai,Tablet,Electronics,3.0,275.0,825
663,2024-10-24,1192,Chennai,Headphones,Accessories,2.0,787.0,1574
664,2024-10-25,1031,Chennai,Mobile,Electronics,5.0,3182.0,15910
665,2024-10-26,1145,Chennai,Mobile,Accessories,8.0,4948.0,39584
666,2024-10-27,1181,Mumbai,Headphones,Accessories,8.0,1350.0,10800
667,2024-10-28,1798,Mumbai,Laptop,Gadgets,9.0,299.0,2691
668,2024-10-29,1300,Chennai,Tablet,Gadgets,9.0,3367.0,30303
669,2024-10-30,1660,Hyderabad,Smartwatch,Gadgets,7.0,3068.0,21476
670,2024-10-31,1252,Hyderabad,Tablet,Accessories,1.0,4180.0,4180
671,2024-11-01,1376,Delhi,Mobile,Electronics,4.0,1812.0,7248
672,2024-11-02,1940,Chennai,Mobile,Electronics,4.0,3953.0,15812
673,2024-11-03,1485,Bangalore,Tablet,Electronics,8.0,3825.0,30600
674,2024-11-04,1485,Chennai,Smartwatch,Electronics,8.0,1990.0,15920
675,2024-11-05,1481,Bangalore,Tablet,Gadgets,9.0,2268.0,20412
676,2024-11-06,1198,Mumbai,Tablet,Accessories,6.0,1448.0,8688
677,2024-11-07,1473,Hyderabad,Smartwatch,Electronics,3.0,154.0,462
678,2024-11-08,1771,Hyderabad,Smartwatch,Accessories,8.0,1544.0,12352
679,2024-11-09,1778,Chennai,Tablet,Electronics,1.0,1895.0,1895
680,2024-11-10,1912,Hyderabad,Mobile,Gadgets,1.0,316.0,316
681,2024-11-11,1856,Delhi,Mobile,Accessories,4.0,4141.0,16564
682,2024-11-12,1735,Mumbai,Headphones,Electronics,8.0,4785.0,38280
683,2024-11-13,1566,Bangalore,Tablet,Electronics,5.0,1192.0,5960
684,2024-11-14,1034,Hyderabad,Smartwatch,Electronics,6.0,301.0,1806
685,2024-11-15,1720,Delhi,Laptop,Electronics,1.0,3799.0,3799
686,2024-11-16,1419,Bangalore,Smartwatch,Gadgets,5.0,3586.0,17930
687,2024-11-17,1393,Delhi,Smartwatch,Gadgets,4.0,3555.0,14220
688,2024-11-18,1901,Chennai,Smartwatch,Electronics,9.0,412.0,3708
689,2024-11-19,1760,Hyderabad,Smartwatch,Electronics,5.0,4408.0,22040
690,2024-11-20,1993,Bangalore,Headphones,Electronics,2.0,1779.0,3558
691,2024-11-21,1227,Bangalore,Laptop,Gadgets,5.0,3131.0,15655
692,2024-11-22,1547,Chennai,Laptop,Electronics,3.0,558.0,1674
